"region","chrom","start","end","n_bins","observed","expected","resid","contrib","contrib_share","p_val","padj","class"
1545,"chr9",69120001,69142000,11,0,3.54944868860796,-1.88399805960833,3.54944868860796,0.000202195256722102,0.05748096048292,0.158003752353338,"all"
1546,"chr9",70956001,71000000,22,4,6.79391475198264,-1.07189712033911,1.14896343659129,6.54509974384203e-05,0.385270881041918,0.586913717293931,"all"
1547,"chr9",71000001,72000000,500,222,203.921989207645,1.26595600120119,1.60264459697731,9.1295061331681e-05,0.220432086274857,0.405838865820935,"all"
1548,"chr9",72000001,73000000,500,201,204.046016251503,-0.213239745756503,0.0454711891702982,2.59027797676194e-06,0.8674406034335,0.946558640605114,"all"
1549,"chr9",73000001,74000000,500,290,230.774827717485,3.8986308497102,15.1993225023121,0.000865833312429796,0.000193315326240651,0.00184131242635198,"all"
1550,"chr9",74000001,75000000,500,263,216.726225950925,3.14325190533013,9.8800325403615,0.000562818592738859,0.00253244489492785,0.0148476881671946,"all"
1551,"chr9",75000001,76000000,500,239,243.301989872683,-0.275801455166797,0.0760664426721225,4.3331444551911e-06,0.815243521722762,0.914795763905737,"all"
1552,"chr9",76000001,77000000,500,303,292.433518147874,0.617898067468245,0.381798021780993,2.17492224293217e-05,0.551826990630503,0.735854875412861,"all"
1553,"chr9",77000001,78000000,500,283,247.549644924424,2.25314652634502,5.07666926918064,0.000289193769576017,0.0290863943077111,0.0958409993566132,"all"
1554,"chr9",78000001,79000000,500,335,259.986382842909,4.65226887714664,21.6436057052672,0.00123293356120743,9.28310659086128e-06,0.00014464492715217,"all"
1555,"chr9",79000001,80000000,500,247,216.245265454965,2.09140758615143,4.37398569141177,0.00024916521898522,0.0430609035371246,0.127800838965773,"all"
1556,"chr9",80000001,81000000,500,231,195.978756266429,2.50165298578982,6.2582676613111,0.000356503825643609,0.0159535893599824,0.0598522681113388,"all"
1557,"chr9",81000001,82000000,500,253,239.437253836476,0.876499701006635,0.76825172586472,4.3763656997486e-05,0.396794125988092,0.596856641766978,"all"
1558,"chr9",82000001,83000000,500,241,222.013290489363,1.27426636293995,1.62375476372021,9.2497607405308e-05,0.216792048960965,0.401254231356415,"all"
1559,"chr9",83000001,84000000,500,255,221.707521104725,2.23591824620677,4.99933040372035,0.000284788141229697,0.0306118666873395,0.0997320702188663,"all"
1560,"chr9",84000001,85000000,500,238,206.014267767075,2.22847439144505,4.96609811332637,0.000282895055267012,0.0313669639174446,0.100968050252708,"all"
1561,"chr9",85000001,86000000,500,215,215.512616621006,-0.0349185606454461,0.0012193058775497,6.94580726649743e-08,1,1,"all"
1562,"chr9",86000001,87000000,500,195,201.289193112789,-0.443286699380723,0.196503097847856,1.11938494683854e-05,0.690473183685113,0.838968802556473,"all"
1563,"chr9",87000001,88000000,500,231,244.649590799061,-0.872664652295181,0.761543595365469,4.33815266196686e-05,0.402230670221241,0.601379106484099,"all"
1564,"chr9",88000001,89000000,500,185,202.00410931585,-1.19639278736004,1.43135570164713,8.15375453895322e-05,0.243739966641117,0.433260318281476,"all"
1565,"chr9",89000001,90000000,500,255,230.933212389926,1.58370733036197,2.50812890824223,0.000142876207823997,0.124468698381515,0.277058818524693,"all"
1566,"chr9",90000001,91000000,500,213,212.451260689042,0.0376475238696955,0.0014173360535193,8.07389125310098e-08,0.988204320379851,1,"all"
1567,"chr9",91000001,92000000,500,206,196.926154413908,0.646605931754197,0.418099230979713,2.38171301404025e-05,0.536298704119985,0.723221253392285,"all"
1568,"chr9",92000001,93000000,377,133,159.431517012005,-2.09331700060377,4.38197606501675,0.00024962039267108,0.035733647539099,0.110874856595884,"all"
1569,"chr9",93000001,94000000,500,247,209.315964867967,2.60469108165039,6.78441563082906,0.000386475979942371,0.0120601622346506,0.0491841893694783,"all"
1570,"chr9",94000001,95000000,500,204,206.849275895297,-0.198110503404464,0.03924777155917,2.23575939318313e-06,0.879156190220171,0.952945481043943,"all"
1571,"chr9",95000001,96000000,500,190,193.564991271911,-0.25623890204751,0.0656583749225136,3.74024620105729e-06,0.834551896805903,0.924796576009949,"all"
1572,"chr9",96000001,97000000,500,203,208.516952810755,-0.38205737230977,0.145967835736246,8.31509527510171e-06,0.735933332448015,0.870070459434417,"all"
1573,"chr9",97000001,98000000,500,164,182.832842889785,-1.39280006146765,1.93989201122428,0.000110506446953732,0.171646473838076,0.342218665155607,"all"
1574,"chr9",98000001,99000000,500,218,216.20532598229,0.122054102431861,0.0148972039204471,8.4862304977217e-07,0.92090671870154,0.978109011318988,"all"
1575,"chr9",99000001,100000000,500,196,197.45472178268,-0.103525224298156,0.0107174720659836,6.10523550530148e-07,0.955246178216307,0.994139900931054,"all"
1576,"chr9",100000001,101000000,500,181,190.300018106548,-0.67416217072539,0.45449463243717,2.58904035377087e-05,0.528206656707194,0.717710182359965,"all"
1577,"chr9",101000001,102000000,500,230,220.950923023576,0.608774387619293,0.370606255021245,2.11116805596719e-05,0.560139877051463,0.74210768369064,"all"
1578,"chr9",102000001,103000000,500,209,207.13014758782,0.129922889758294,0.0168799572831457,9.61571104627606e-07,0.915065765737223,0.974913991218364,"all"
1579,"chr9",103000001,104000000,500,251,228.477813088042,1.49000779957149,2.22012324278387,0.000126469891076364,0.14837970126573,0.309003152585953,"all"
1580,"chr9",104000001,105000000,500,284,273.258141130817,0.649819720922294,0.422265669699528,2.4054472392813e-05,0.531455246182988,0.719894813516984,"all"
1581,"chr9",105000001,106000000,500,331,295.355561897988,2.0740498768782,4.30168289177849,0.000245046471422958,0.043820140451988,0.129190184031991,"all"
1582,"chr9",106000001,107000000,500,333,271.376603530155,3.74075642146922,13.9932586047632,0.000797129572558635,0.000327472003825006,0.00281940611100989,"all"
1583,"chr9",107000001,108000000,500,226,210.12302360072,1.09529468051916,1.19967043717357,6.83395347578214e-05,0.289322012717091,0.488795645527342,"all"
1584,"chr9",108000001,109000000,500,212,194.241885224555,1.27416425213686,1.62349454142348,9.24827837753002e-05,0.217802017677388,0.402501981277215,"all"
1585,"chr9",109000001,110000000,500,192,205.842533343514,-0.964823824948813,0.930885013188858,5.30281040051592e-05,0.353122917102568,0.557184041460133,"all"
1586,"chr9",110000001,111000000,500,192,191.52112491489,0.0346030117490709,0.00119736842210634,6.82083998779199e-08,0.991602950143288,1,"all"
1587,"chr9",111000001,112000000,500,188,191.049590916251,-0.220632013950829,0.048678485579999,2.77298244098611e-06,0.862825963412985,0.943459813633226,"all"
1588,"chr9",112000001,113000000,500,199,195.408440786202,0.25692796159125,0.0660119774474347,3.760389259762e-06,0.816166044334807,0.915472632671319,"all"
1589,"chr9",113000001,114000000,500,195,226.919559576421,-2.11895105098481,4.48995355646963,0.000255771358220912,0.0335399913487567,0.106253210162304,"all"
1590,"chr9",114000001,115000000,500,191,183.394109862099,0.56163912806646,0.315438510175253,1.79690357969188e-05,0.593604889910069,0.76626079215316,"all"
1591,"chr9",115000001,116000000,500,153,186.414794556143,-2.44736422319687,5.98959164098401,0.000341198627098419,0.0133283184101916,0.0527794045331758,"all"
1592,"chr9",116000001,117000000,500,184,186.473716478724,-0.181151155617271,0.0328157411814726,1.86935712974517e-06,0.894543322059361,0.96194486129595,"all"
1593,"chr9",117000001,118000000,500,184,197.672619786526,-0.972475072614262,0.945707766856114,5.38724859771253e-05,0.349468711311825,0.555391793420732,"all"
1594,"chr9",118000001,119000000,500,272,242.544292209889,1.8913588391055,3.57723825826249,0.000203778296699136,0.0665811866674845,0.17740544811866,"all"
1595,"chr9",119000001,120000000,500,242,235.380516675288,0.431458308532609,0.18615627200182,1.06044398750273e-05,0.683287978668844,0.83361133397599,"all"
1596,"chr9",120000001,121000000,500,267,245.785477984271,1.35317866372919,1.83109249597192,0.00010430865460691,0.18889975915995,0.365150897739317,"all"
1597,"chr9",121000001,122000000,500,324,277.548221305496,2.78825907304611,7.77438865842395,0.000442870047873244,0.00700301298142026,0.0324880877309577,"all"
1598,"chr9",122000001,123000000,500,226,245.656926075881,-1.25415466473011,1.57290392306428,8.96008761991465e-05,0.219485870062179,0.404412589632563,"all"
1599,"chr9",123000001,124000000,500,174,180.859139195759,-0.510034303530615,0.260134990777959,1.48186566019579e-05,0.643226603871408,0.808120365161843,"all"
1600,"chr9",124000001,125000000,500,199,188.112944617575,0.793781716378173,0.630089413256278,3.5893205353307e-05,0.445724545994405,0.643126458664298,"all"
1601,"chr9",125000001,126000000,500,181,186.699755774292,-0.417142435356606,0.17400781137524,9.91239969339192e-06,0.711327593727975,0.85307599543242,"all"
1602,"chr9",126000001,127000000,500,185,191.90679570352,-0.498576073669299,0.248578101235494,1.41603154191575e-05,0.650558838621079,0.813434252774231,"all"
1603,"chr9",127000001,128000000,500,198,182.086254796595,1.17932585140805,1.39080946379933,7.92278185305232e-05,0.254749033919739,0.446160953114167,"all"
1604,"chr9",128000001,129000000,500,224,190.894752565699,2.39607188366832,5.74116047170587,0.000327046681695973,0.0209532087611886,0.0745320713626895,"all"
1605,"chr9",129000001,130000000,500,185,196.258190624349,-0.80362733858108,0.64581689931491,3.67891256384558e-05,0.445402719304688,0.643126458664298,"all"
1606,"chr9",130000001,131000000,500,202,182.828092291174,1.41789433010572,2.01042433134595,0.000114524338695618,0.170533921849793,0.340711326789796,"all"
1607,"chr9",131000001,132000000,500,202,176.301399205096,1.93544840542328,3.74596053005553,0.000213389604271892,0.0618515857417764,0.16673752850266,"all"
1608,"chr9",132000001,133000000,500,192,186.030424636085,0.437674708023182,0.191559150043178,1.0912216211143e-05,0.680894718545122,0.832741644326233,"all"
1609,"chr9",133000001,134000000,426,187,206.739405243264,-1.3728479254608,1.88471142644201,0.000107363070760709,0.177693852912645,0.34991024914905,"all"
1610,"chr9",134000001,135000000,500,191,196.695213826701,-0.406081437796945,0.164902134123234,9.39369244865638e-06,0.718746053848859,0.858602056826949,"all"
1611,"chr9",135000001,136000000,500,202,201.02783041909,0.0685668084677544,0.00470140722345372,2.67816870702301e-07,0.964070484388223,0.997110418016246,"all"
1612,"chr9",136000001,137000000,500,196,206.819476082704,-0.752333697170923,0.56600599189887,3.22426767868345e-05,0.476485705174578,0.671294602818435,"all"
1613,"chr9",137000001,138000000,476,209,230.640936658766,-1.42497700891109,2.03055947592519,0.00011567134238112,0.160610693430549,0.327271398767152,"all"
1614,"chr9",138000001,139000000,500,217,248.004490018813,-1.96876926286369,3.87605241039685,0.000220800321667948,0.0490571046252258,0.140226040838008,"all"
1615,"chr9",139000001,140000000,476,179,209.570124615971,-2.11170147497839,4.45928311942591,0.000254024208892698,0.0341538268492642,0.107485204804435,"all"
1616,"chr9",140000001,141000000,500,216,143.027760696044,6.10165297655848,37.230169046345,0.00212082614753484,1.64143692333586e-08,6.03146055360678e-07,"all"
1617,"chr9",141000001,141054000,27,5,4.95168316195078,0.0217131124410764,0.000471459251878827,2.68567974439533e-08,1,1,"all"
1618,"chr10",60001,1000000,470,172,254.554768215154,-5.17429927497972,26.7733729870557,0.00152515207271736,4.93483943124728e-08,1.50512602653042e-06,"all"
1619,"chr10",1000001,2000000,500,280,376.424106456398,-4.96989151602244,24.6998216810318,0.00140703168968616,2.32643805185037e-07,5.65245584292797e-06,"all"
1620,"chr10",2000001,3000000,500,406,423.997096911951,-0.874019281871542,0.763909705083246,4.35163126678101e-05,0.396699165846394,0.596856641766978,"all"
1621,"chr10",3000001,4000000,500,244,294.956493170721,-2.96702053145289,8.80321083406301,0.000501477167506326,0.0025422616017592,0.0148537851727621,"all"
1622,"chr10",4000001,5000000,500,261,290.320375022238,-1.7208014477077,2.96115762243291,0.000168683104952067,0.0871342820031046,0.216289165803377,"all"
1623,"chr10",5000001,6000000,500,221,253.553938982425,-2.0444117307637,4.17961932488424,0.000238093088965618,0.0406460151061677,0.122279250062311,"all"
1624,"chr10",6000001,7000000,500,263,287.120428175995,-1.42348523384607,2.0263102109778,0.000115429281911371,0.160379454844088,0.327032643697012,"all"
1625,"chr10",7000001,8000000,500,254,303.233907798284,-2.82732300317211,7.99375536426615,0.000455366328646764,0.00411461838157299,0.0216849465072974,"all"
1626,"chr10",8000001,9000000,500,269,256.361577916261,0.789344136678557,0.623064166108816,3.54930103441282e-05,0.445712764700783,0.643126458664298,"all"
1627,"chr10",9000001,10000000,500,318,295.138796611446,1.33071770873174,1.77080962033225,0.000100874625103954,0.195229936423392,0.37364768205999,"all"
1628,"chr10",10000001,11000000,500,365,401.099011720986,-1.80247610659971,3.24892011486284,0.000185075569285642,0.0724350611769911,0.188459754570065,"all"
1629,"chr10",11000001,12000000,500,311,319.537663887861,-0.477615074485718,0.228116159375998,1.29946956426011e-05,0.658357274529751,0.817982942612501,"all"
1630,"chr10",12000001,13000000,500,248,276.01481458107,-1.68624842124752,2.84343373815975,0.000161976933630495,0.093999452660291,0.228000364447593,"all"
1631,"chr10",13000001,14000000,500,237,266.088811376584,-1.78325179053219,3.17998694843628,0.000181148773744966,0.0758874219608096,0.195129362118064,"all"
1632,"chr10",14000001,15000000,500,250,301.705672200016,-2.97677802471082,8.86120740840127,0.000504780957268089,0.0024617287027693,0.0145221732321802,"all"
1633,"chr10",15000001,16000000,500,288,287.919161769695,0.0047641070637826,2.26967161151833e-05,1.29292426634796e-09,1,1,"all"
1634,"chr10",16000001,17000000,500,314,341.617330232287,-1.49421036903768,2.23266462693972,0.000127184314247822,0.139382117010842,0.298215320500064,"all"
1635,"chr10",17000001,17976000,488,213,256.017776967945,-2.68851771505994,7.22812750419114,0.000411752140838298,0.00641655903836335,0.0304574085479929,"all"
1636,"chr10",18024001,19000000,488,237,274.974813327701,-2.2900722791609,5.24443104378122,0.000298750362179367,0.0212165564638983,0.0750035356128193,"all"
1637,"chr10",19000001,20000000,500,336,278.304312684196,3.45846498620035,11.9609800607738,0.000681360303023449,0.000869139745446181,0.006260863442699,"all"
1638,"chr10",20000001,21000000,500,305,262.349039663887,2.63323170112849,6.93390919182805,0.000394991919063144,0.0108653152556788,0.0458304947234001,"all"
1639,"chr10",21000001,22000000,500,260,245.257211734703,0.941388166901538,0.886211680782239,5.04832761439821e-05,0.362078509244263,0.566019130863306,"all"
1640,"chr10",22000001,23000000,500,231,254.739199784821,-1.48736714955049,2.21226103756194,0.000126022018535383,0.141981585070106,0.300636044605608,"all"
1641,"chr10",23000001,24000000,500,262,275.515293097516,-0.814240336909332,0.662987326250222,3.77672434214671e-05,0.435220495020074,0.633711101687432,"all"
1642,"chr10",24000001,25000000,500,247,260.988066688393,-0.86585938580282,0.749712475982837,4.27075638635484e-05,0.405494877341663,0.604278083674458,"all"
1643,"chr10",25000001,26000000,500,300,285.619555189484,0.850899660649078,0.724030232492716,4.12445682630342e-05,0.409609727426514,0.608787500534897,"all"
1644,"chr10",26000001,27000000,500,352,344.138420135528,0.42378272612982,0.179591798966022,1.02304929815341e-05,0.685930977534593,0.835413811636227,"all"
1645,"chr10",27000001,28000000,500,229,235.302004342571,-0.410833533481732,0.168784192233086,9.61483488653717e-06,0.712207680871674,0.85307599543242,"all"
1646,"chr10",28000001,29000000,500,255,250.051108884488,0.312963367561422,0.0979460694353858,5.57952301662251e-06,0.771028840688733,0.892049556307783,"all"
1647,"chr10",29000001,30000000,500,220,237.16790758256,-1.11478060886452,1.24273580590034,7.07927645547441e-05,0.278179427142961,0.475292263181687,"all"
1648,"chr10",30000001,31000000,500,227,233.094161328189,-0.399161135436996,0.159329612043352,9.07625229628913e-06,0.721147357012454,0.860037218200793,"all"
1649,"chr10",31000001,32000000,500,257,252.520801507941,0.281871864822632,0.0794517481785879,4.52598925335917e-06,0.794694384713672,0.901782157999222,"all"
1650,"chr10",32000001,33000000,500,223,216.558274042688,0.437738609946661,0.191615090638035,1.09154028815053e-05,0.679447879253622,0.832113229312317,"all"
1651,"chr10",33000001,34000000,500,250,229.03260262217,1.38546599847945,1.91951603294265,0.000109345724114481,0.17899390747622,0.35149009091392,"all"
1652,"chr10",34000001,35000000,500,238,220.187243906704,1.20042503339436,1.44102026079986,8.20880894853698e-05,0.244823381725762,0.43434940309886,"all"
1653,"chr10",35000001,36000000,500,231,226.920575070685,0.270808322997698,0.0733371478048253,4.17766947167192e-06,0.804106168903068,0.906199837360493,"all"
1654,"chr10",36000001,37000000,500,305,279.852751559577,1.50323085608006,2.25970300667118,0.000128724562497838,0.143659478088444,0.302624337751337,"all"
1655,"chr10",37000001,38000000,500,457,323.161330157371,7.44512370513545,55.4298669847698,0.00315757661775158,2.79338101280876e-12,2.86022262990097e-10,"all"
1656,"chr10",38000001,38728000,364,200,192.464914543534,0.543140761033976,0.295001886296567,1.68048582656457e-05,0.60585062342928,0.77507352265939,"all"
1657,"chr10",42488001,43000000,110,57,64.0468981070456,-0.880539700234571,0.775350163689188,4.41680213323898e-05,0.41714299327003,0.617104727402051,"all"
1658,"chr10",43000001,44000000,500,259,247.431704766145,0.735430589605645,0.540858152127707,3.08101236315075e-05,0.478314321914774,0.673209210078379,"all"
1659,"chr10",44000001,45000000,500,219,275.583472786765,-3.40849777050908,11.6178570515653,0.000661814212624444,0.000476693122431352,0.00380690579947266,"all"
1660,"chr10",45000001,46000000,500,244,262.521956350013,-1.14315215758906,1.30679685540052,7.444201870262e-05,0.264856976372841,0.458818701668239,"all"
1661,"chr10",46000001,47000000,476,58,183.439742595963,-9.26165155956205,85.7781896107381,0.00488637661537865,5.11806289024327e-27,2.09621232947535e-24,"all"
1662,"chr10",47000001,48000000,402,109,172.350018757273,-4.82548622608325,23.2853173181192,0.00132645408513827,3.04472495905681e-07,6.98338116609269e-06,"all"
1663,"chr10",48000001,49000000,476,89,211.180435431029,-8.40765394522233,70.6886448626126,0.00402679682092797,3.1488803225927e-21,8.2071271680666e-19,"all"
1664,"chr10",49000001,50000000,451,165,205.6614015333,-2.83534524667631,8.03918266784992,0.000457954106669811,0.00387806250716479,0.0207046651918835,"all"
1665,"chr10",50000001,51000000,500,286,270.987624317398,0.911957701324797,0.831666849005608,4.7376115784308e-05,0.376735948218419,0.57914314399046,"all"
1666,"chr10",51000001,52000000,452,64,161.032239154804,-7.64644620576063,58.4681395775911,0.00333065259680966,5.26951289721832e-18,1.07912096259464e-15,"all"
1667,"chr10",52000001,53000000,500,243,233.695204534801,0.608670047444113,0.370479226655618,2.11044443561789e-05,0.55973039980973,0.74210768369064,"all"
1668,"chr10",53000001,54000000,500,291,242.047433437546,3.14648181170916,9.90034779141657,0.000563975856236043,0.0024565586616135,0.0145215539852493,"all"
1669,"chr10",54000001,55000000,500,325,233.75837089475,5.96773383372793,35.6138471102211,0.00202875195306372,1.99168365489627e-08,7.0495765908489e-07,"all"
1670,"chr10",55000001,56000000,500,358,287.800557031748,4.13797488980252,17.1228361886362,0.000975406763896511,7.2805722023338e-05,0.00083493602016364,"all"
1671,"chr10",56000001,57000000,500,410,324.914074636885,4.72034198627907,22.2816284674291,0.00126927869181994,6.26519701617432e-06,0.000104432092124255,"all"
1672,"chr10",57000001,58000000,500,340,321.62646815493,1.02451130636692,1.04962341687366,5.97920676857377e-05,0.31885175312867,0.522370272125655,"all"
1673,"chr10",58000001,59000000,500,315,292.600413271851,1.30949106084699,1.71476683843816,9.76821336308794e-05,0.202522280620516,0.383255035339288,"all"
1674,"chr10",59000001,60000000,500,349,286.274416831087,3.70726335526922,13.743801585322,0.000782919189338012,0.000364139200929179,0.00307960793234205,"all"
1675,"chr10",60000001,61000000,500,290,277.774321786735,0.73354525603658,0.538088642653772,3.06523578125865e-05,0.478563183371437,0.673228972878268,"all"
1676,"chr10",61000001,62000000,500,237,235.274739932977,0.112477827452487,0.0126512616684315,7.20682372199671e-07,0.927752346097134,0.98258809614351,"all"
1677,"chr10",62000001,63000000,500,207,231.827181241956,-1.63059173733679,2.658829413871,0.000151460900855779,0.106128683547494,0.246973162119046,"all"
1678,"chr10",63000001,64000000,500,224,234.370107352205,-0.677379646041939,0.458843184871903,2.61381199446911e-05,0.523242251650207,0.713088841145215,"all"
1679,"chr10",64000001,65000000,500,261,243.296137224472,1.13501193368846,1.28825208961522,7.33856113538266e-05,0.270942701948,0.465787287515632,"all"
1680,"chr10",65000001,66000000,500,212,242.998096068298,-1.98853658014964,3.95427773059322,0.00022525644713612,0.0467284086431298,0.135050753608723,"all"
1681,"chr10",66000001,67000000,500,263,311.467100419303,-2.74625555613528,7.5419195796039,0.000429627387055853,0.00538791268586178,0.0266790080662621,"all"
1682,"chr10",67000001,68000000,500,271,282.599738704199,-0.690021032163055,0.476129024827367,2.71228122600555e-05,0.512668670314711,0.702591337376805,"all"
1683,"chr10",68000001,69000000,500,249,269.434730976601,-1.2449219838686,1.54983074591932,8.82865067334903e-05,0.222605047493459,0.40780106783626,"all"
1684,"chr10",69000001,70000000,500,263,231.21152593177,2.09057109385642,4.37048749846804,0.000248965943525178,0.0429240986095383,0.127659118997455,"all"
1685,"chr10",70000001,71000000,500,236,208.009376437317,1.94075680461602,3.76653697466339,0.000214561746726935,0.060438554598391,0.163469184937346,"all"
1686,"chr10",71000001,72000000,500,243,235.847345225902,0.465748825209678,0.216921968184195,1.23570156645562e-05,0.658499663810058,0.817982942612501,"all"
1687,"chr10",72000001,73000000,500,210,249.729509514224,-2.5140752426772,6.3205743258424,0.000360053140800872,0.0110458694541722,0.0462989879022099,"all"
1688,"chr10",73000001,74000000,500,208,233.324997462166,-1.65793987027758,2.74876461345604,0.000156584082612657,0.100121724214092,0.239034339668811,"all"
1689,"chr10",74000001,75000000,500,251,216.206908524903,2.36623696954954,5.59907739606299,0.000318952882777937,0.0222900810829197,0.0781242817417248,"all"
1690,"chr10",75000001,76000000,500,186,215.38590272581,-2.0023057718323,4.00922840391293,0.000228386726363593,0.0451499365265587,0.131817584543425,"all"
1691,"chr10",76000001,77000000,500,211,226.486663961517,-1.02905019062689,1.05894429482924,6.0323033893857e-05,0.319290753170352,0.522492345513356,"all"
1692,"chr10",77000001,78000000,500,288,270.777859544956,1.04659956850145,1.09537065678742,6.23980709640435e-05,0.309607461528796,0.512768758533702,"all"
1693,"chr10",78000001,79000000,500,207,276.233937977226,-4.16562832073836,17.3524593065375,0.000988487303818781,1.57987720555415e-05,0.0002242330667487,"all"
1694,"chr10",79000001,80000000,500,227,239.689254725434,-0.819618651953746,0.671774734630476,3.82678203981311e-05,0.433464320839916,0.632502871305209,"all"
1695,"chr10",80000001,81000000,500,230,257.63020451549,-1.72141550498714,2.96327134081013,0.000168803513462631,0.0871303670174369,0.216289165803377,"all"
1696,"chr10",81000001,82000000,500,193,218.627248842589,-1.73320463222859,3.00399829717865,0.000171123534998616,0.08505128948196,0.212776655274676,"all"
1697,"chr10",82000001,83000000,500,225,246.546605542354,-1.37223770179231,1.88303631022023,0.000107267647334646,0.17720856108532,0.349420182002484,"all"
1698,"chr10",83000001,84000000,500,266,276.957487841747,-0.658422164019787,0.433519746072499,2.46955637455931e-05,0.533736495099071,0.721122776366182,"all"
1699,"chr10",84000001,85000000,500,222,272.445076922098,-3.05618265286267,9.34025240765871,0.000532069878760933,0.00183460770090617,0.0114095884566117,"all"
1700,"chr10",85000001,86000000,500,247,265.608951414087,-1.14182763121072,1.30377033939629,7.42696124406525e-05,0.265366807739793,0.459424298182358,"all"
1701,"chr10",86000001,87000000,500,258,252.41959287024,0.351240311754806,0.123369756601613,7.02778988969959e-06,0.742030293886644,0.874116847453905,"all"
1702,"chr10",87000001,88000000,500,269,272.143262875079,-0.19053813473651,0.0363047807888685,2.06811116763145e-06,0.880476078377592,0.954015463608676,"all"
1703,"chr10",88000001,89000000,500,211,187.491392705774,1.71686534203641,2.94762660268581,0.000167912306934826,0.097000958516259,0.233502727175579,"all"
1704,"chr10",89000001,90000000,500,159,170.667485872381,-0.893103699303262,0.797634217709172,4.54374381964344e-05,0.39448824079475,0.594559094549555,"all"
1705,"chr10",90000001,91000000,500,207,208.140614582297,-0.0790606723339833,0.00625058990990147,3.56066460561448e-07,0.973784997355423,1,"all"
1706,"chr10",91000001,92000000,500,229,214.699191766327,0.975990023257726,0.952556525498616,5.42626272732632e-05,0.345528115573639,0.552094241079183,"all"
1707,"chr10",92000001,93000000,500,250,224.693568782784,1.6882454308429,2.85017263476194,0.000162360816607272,0.101695592865487,0.241549188663145,"all"
1708,"chr10",93000001,94000000,500,192,182.206331938612,0.72554382070689,0.526413835765951,2.99872994379042e-05,0.487041288509582,0.680481176489752,"all"
1709,"chr10",94000001,95000000,500,192,182.03858811907,0.738310709830098,0.545102704249822,3.10519156339546e-05,0.479217768570494,0.673488893378238,"all"
1710,"chr10",95000001,96000000,500,189,184.608654133691,0.323200196243727,0.104458366851984,5.95049771255934e-06,0.7659820541988,0.889097388416179,"all"
1711,"chr10",96000001,97000000,500,232,200.931457898728,2.19177973253802,4.80389839596443,0.00027365530668366,0.0343014207403453,0.107831330331765,"all"
1712,"chr10",97000001,98000000,500,178,195.045578052518,-1.22051656846731,1.48966069390322,8.48589042572448e-05,0.234058615725023,0.422573080153426,"all"
1713,"chr10",98000001,99000000,500,189,197.603592654543,-0.61204368595066,0.374597473512071,2.13390413467081e-05,0.569670208190504,0.749194718753291,"all"
1714,"chr10",99000001,100000000,500,197,185.520761407462,0.842785050961472,0.710286642124132,4.04616611057119e-05,0.417686701729324,0.617590393944287,"all"
1715,"chr10",100000001,101000000,500,240,201.685334072548,2.6979126459178,7.27873264500319,0.00041463487568971,0.00940972698852516,0.0408692899388633,"all"
1716,"chr10",101000001,102000000,500,187,188.942131376353,-0.141290902608859,0.019963119160026,1.13720421328823e-06,0.925981930268912,0.981953650569048,"all"
1717,"chr10",102000001,103000000,500,211,209.179405601234,0.125879132111394,0.0158455559011178,9.02646164068783e-07,0.918176920528742,0.976450808585781,"all"
1718,"chr10",103000001,104000000,500,166,171.74075191998,-0.438058487911503,0.191895238831312,1.09313615953308e-05,0.697148332241836,0.843699564599976,"all"
1719,"chr10",104000001,105000000,500,164,168.083208004303,-0.314948351769334,0.09919246428222,5.65052421938439e-06,0.791423913873678,0.898974381187621,"all"
1720,"chr10",105000001,106000000,500,202,180.126037011662,1.62981843514383,2.65630813153469,0.000151317275359544,0.115320714655466,0.262400388029541,"all"
1721,"chr10",106000001,107000000,500,256,236.758798389073,1.25048684287258,1.56371734419742,8.90775603731297e-05,0.225080386621963,0.41076096018152,"all"
1722,"chr10",107000001,108000000,500,263,277.425099166363,-0.866055915518027,0.750052848803768,4.27269532887655e-05,0.404796893533387,0.603825543059428,"all"
1723,"chr10",108000001,109000000,500,287,251.26793184763,2.25418534019628,5.0813515479558,0.000289460496789747,0.0289765399998935,0.0957368115182686,"all"
1724,"chr10",109000001,110000000,500,315,224.901928736323,6.00784755406581,36.0942322328945,0.00205611721503135,1.67571183148126e-08,6.03146055360678e-07,"all"
1725,"chr10",110000001,111000000,500,341,255.523693246802,5.34724595948122,28.5930393511883,0.00162880983478763,4.06565491828793e-07,9.03583926413295e-06,"all"
1726,"chr10",111000001,112000000,500,284,223.312913851641,4.06105962982542,16.4922053169978,0.000939482714227314,0.000106573987696415,0.00114010306987173,"all"
1727,"chr10",112000001,113000000,500,207,192.799773446799,1.0226853003755,1.04588522360412,5.95791205454573e-05,0.323546859220462,0.527634602235736,"all"
1728,"chr10",113000001,114000000,500,258,247.283738687613,0.68146807656608,0.464398739378673,2.64545935348955e-05,0.511949104675782,0.702276594787306,"all"
1729,"chr10",114000001,115000000,500,196,191.44120434121,0.329482548988387,0.108558750087885,6.1840770973531e-06,0.760877412771714,0.887068272583909,"all"
1730,"chr10",115000001,116000000,500,236,200.573731905462,2.50143013389963,6.25715271478112,0.000356440312427998,0.0159196755794325,0.059818754765705,"all"
1731,"chr10",116000001,117000000,500,180,185.125418557628,-0.376700598572684,0.141903340965018,8.08356028592107e-06,0.74209989769892,0.874116847453905,"all"
